pc_reads_total	n_reads_clade	n_reads_direct	n_minimizers_total	n_minimizers_distinct	rank	taxid	name	sample
0	167	6	719	666	G	85	Hyphomonas	AP-DNA-1
0	127	0	505	464	G1	2630699	unclassified Hyphomonas	AP-DNA-1
0	64	64	256	237	S	1873716	Hyphomonas sp. CACIAM 19H1	AP-DNA-1
0	35	35	139	130	S	1906738	Hyphomonas sp. Mor2	AP-DNA-1
0	28	28	106	93	S	2016196	Hyphomonas sp. KY3	AP-DNA-1
0	34	0	182	170	S	81032	Hyphomonas neptunium	AP-DNA-1
0	34	34	182	170	S1	228405	Hyphomonas neptunium ATCC 15444	AP-DNA-1
0	52	0	217	203	G	2892997	Candidatus Viadribacter	AP-DNA-1
0	52	52	217	203	S	1759059	Candidatus Viadribacter manganicus	AP-DNA-1
0	2	0	17	17	G	2723	Hirschia	AP-DNA-1
0	2	0	17	17	S	2724	Hirschia baltica	AP-DNA-1
0	2	2	17	17	S1	582402	Hirschia baltica ATCC 49814	AP-DNA-1
0	68	0	277	266	C1	82117	Alphaproteobacteria incertae sedis	AP-DNA-1
0	59	0	244	234	G	213485	Micavibrio	AP-DNA-1
0	59	2	244	234	S	349221	Micavibrio aeruginosavorus	AP-DNA-1
0	30	30	113	108	S1	349215	Micavibrio aeruginosavorus EPB	AP-DNA-1
0	27	27	99	94	S1	856793	Micavibrio aeruginosavorus ARL-13	AP-DNA-1
0	9	0	33	32	C2	62654	SAR116 cluster	AP-DNA-1
0	9	0	33	32	G	767891	Candidatus Puniceispirillum	AP-DNA-1
0	9	0	33	32	S	767892	Candidatus Puniceispirillum marinum	AP-DNA-1
0	9	9	33	32	S1	488538	Candidatus Puniceispirillum marinum IMCC1322	AP-DNA-1
0	58	0	293	272	O	255473	Parvularculales	AP-DNA-1
0	58	0	293	272	F	255474	Parvularculaceae	AP-DNA-1
0	41	0	202	190	G	1795639	Aquisalinus	AP-DNA-1
0	41	41	202	190	S	1526572	Aquisalinus flavus	AP-DNA-1
0	17	0	91	82	G	208215	Parvularcula	AP-DNA-1
0	17	0	91	82	S	208216	Parvularcula bermudensis	AP-DNA-1
0	17	17	91	82	S1	314260	Parvularcula bermudensis HTCC2503	AP-DNA-1
0	35	0	168	160	O	2066490	Emcibacterales	AP-DNA-1
0	35	0	168	160	F	2066491	Emcibacteraceae	AP-DNA-1
0	19	0	95	91	G	2813803	Luteithermobacter	AP-DNA-1
0	19	19	95	91	S	2582913	Luteithermobacter gelatinilyticus	AP-DNA-1
0	16	0	73	69	G	2813804	Paremcibacter	AP-DNA-1
0	16	16	73	69	S	2043170	Paremcibacter congregatus	AP-DNA-1
0	17	0	142	121	O	54526	Pelagibacterales	AP-DNA-1
0	12	0	127	106	F	1655514	Pelagibacteraceae	AP-DNA-1
0	12	2	127	106	G	198251	Candidatus Pelagibacter	AP-DNA-1
0	8	0	90	76	G1	2647897	unclassified Candidatus Pelagibacter	AP-DNA-1
0	4	4	16	11	S	1002672	Candidatus Pelagibacter sp. IMCC9063	AP-DNA-1
0	3	3	22	15	S	1977865	Candidatus Pelagibacter sp. RS40	AP-DNA-1
0	1	1	20	19	S	1977864	Candidatus Pelagibacter sp. RS39	AP-DNA-1
0	2	0	19	18	S	198252	Candidatus Pelagibacter ubique	AP-DNA-1
0	2	2	19	18	S1	335992	Candidatus Pelagibacter ubique HTCC1062	AP-DNA-1
0	5	0	15	15	O1	2813274	Pelagibacterales incertae sedis	AP-DNA-1
0	5	0	15	15	G	2045213	Candidatus Fonsibacter	AP-DNA-1
0	5	5	15	15	S	1925548	Candidatus Fonsibacter ubiquis	AP-DNA-1
0	17	0	84	76	O	1921002	Holosporales	AP-DNA-1
0	10	0	51	44	F	44746	Holosporaceae	AP-DNA-1
0	6	0	21	17	G	2601574	Candidatus Cytomitobacter	AP-DNA-1
0	4	4	13	10	S	2066024	Candidatus Cytomitobacter primus	AP-DNA-1
0	2	2	8	7	S	2601575	Candidatus Cytomitobacter indipagum	AP-DNA-1
0	2	0	16	13	F1	204454	unclassified Holosporaceae	AP-DNA-1
0	2	2	16	13	S	86106	endosymbiont of Acanthamoeba sp. UWC8	AP-DNA-1
0	1	0	7	7	G	2601651	Candidatus Nesciobacter	AP-DNA-1
0	1	1	7	7	S	2601668	Candidatus Nesciobacter abundans	AP-DNA-1
0	1	0	4	4	G	2900571	Candidatus Gromoviella	AP-DNA-1
0	1	1	4	4	S	2806609	Candidatus Gromoviella agglomerans	AP-DNA-1
0	5	0	18	18	F	1777752	Candidatus Paracaedibacteraceae	AP-DNA-1
0	5	0	18	18	G	1521255	Candidatus Paracaedibacter	AP-DNA-1
0	5	5	18	18	S	91604	Candidatus Paracaedibacter acanthamoebae	AP-DNA-1
0	2	0	15	14	F	2100208	Caedimonadaceae	AP-DNA-1
0	2	0	15	14	G	1509243	Candidatus Nucleicultrix	AP-DNA-1
0	2	0	15	14	S	1509244	Candidatus Nucleicultrix amoebiphila	AP-DNA-1
0	2	2	15	14	S1	1414854	Candidatus Nucleicultrix amoebiphila FS5	AP-DNA-1
0	14	0	103	91	O	362534	Kordiimonadales	AP-DNA-1
0	14	0	103	91	F	1331809	Kordiimonadaceae	AP-DNA-1
0	14	0	103	91	G	288021	Kordiimonas	AP-DNA-1
0	12	0	67	57	G1	2618732	unclassified Kordiimonas	AP-DNA-1
0	9	9	40	30	S	2829596	Kordiimonas sp. SCSIO 12603	AP-DNA-1
0	3	3	27	27	S	2829597	Kordiimonas sp. SCSIO 12610	AP-DNA-1
0	2	2	35	33	S	2161677	Kordiimonas pumila	AP-DNA-1
0	12	0	87	82	O	510684	Sneathiellales	AP-DNA-1
0	12	0	87	82	F	510685	Sneathiellaceae	AP-DNA-1
0	12	0	87	82	G	510690	Sneathiella	AP-DNA-1
0	7	7	41	40	S	2599305	Sneathiella aquimaris	AP-DNA-1
0	5	0	46	42	G1	2614935	unclassified Sneathiella	AP-DNA-1
0	5	5	46	42	S	2950108	Sneathiella sp. PHK-P5	AP-DNA-1
0	7	0	46	43	O	1191478	Magnetococcales	AP-DNA-1
0	7	0	46	43	F	1191479	Magnetococcaceae	AP-DNA-1
0	7	0	46	43	G	162171	Magnetococcus	AP-DNA-1
0	7	0	46	43	S	1124597	Magnetococcus marinus	AP-DNA-1
0	7	7	46	43	S1	156889	Magnetococcus marinus MC-1	AP-DNA-1
0.04	12239	2	66347	62155	P1	68525	delta/epsilon subdivisions	AP-DNA-1
0.03	10029	175	49919	46473	C	28221	Deltaproteobacteria	AP-DNA-1
0.03	7651	159	37517	35042	O	29	Myxococcales	AP-DNA-1
0.01	4234	251	20877	19643	O1	80811	Cystobacterineae	AP-DNA-1
0	1427	199	7160	6793	F	31	Myxococcaceae	AP-DNA-1
0	556	90	2965	2837	G	83461	Corallococcus	AP-DNA-1
0	240	139	1146	1104	S	184914	Corallococcus coralloides	AP-DNA-1
0	101	101	392	376	S1	1144275	Corallococcus coralloides DSM 2259	AP-DNA-1
0	134	0	663	632	G1	2685029	unclassified Corallococcus	AP-DNA-1
0	134	134	663	632	S	1521117	Corallococcus sp. EGB	AP-DNA-1
0	92	82	523	495	S	35	Corallococcus macrosporus	AP-DNA-1
0	10	10	81	77	S1	1189310	Corallococcus macrosporus DSM 14697	AP-DNA-1
0	477	75	2335	2215	G	32	Myxococcus	AP-DNA-1
0	164	164	826	787	S	34	Myxococcus xanthus	AP-DNA-1
0	80	0	399	384	S	83455	Myxococcus stipitatus	AP-DNA-1
0	80	80	399	384	S1	1278073	Myxococcus stipitatus DSM 14675	AP-DNA-1
0	80	80	445	421	S	1297742	Myxococcus hansupus	AP-DNA-1
0	78	0	331	306	G1	2648731	unclassified Myxococcus	AP-DNA-1
0	78	78	331	306	S	2813577	Myxococcus sp. SCHIC003	AP-DNA-1
0	195	0	969	910	G	224458	Pyxidicoccus	AP-DNA-1
0	195	0	969	910	G1	2629105	unclassified Pyxidicoccus	AP-DNA-1
0	195	195	969	910	S	2813578	Pyxidicoccus sp. SCPEA002	AP-DNA-1
0	1284	122	6192	5877	F	39	Archangiaceae	AP-DNA-1
0	655	57	3111	2947	G	47	Archangium	AP-DNA-1
0	363	363	1737	1637	S	83451	Archangium violaceum	AP-DNA-1
0	235	235	1049	1002	S	48	Archangium gephyra	AP-DNA-1
0	225	0	1156	1104	G	42	Cystobacter	AP-DNA-1
0	225	225	1156	1104	S	43	Cystobacter fuscus	AP-DNA-1
0	154	0	624	592	G	40	Stigmatella	AP-DNA-1
0	154	0	624	592	S	41	Stigmatella aurantiaca	AP-DNA-1
0	154	154	624	592	S1	378806	Stigmatella aurantiaca DW4/3-1	AP-DNA-1
0	128	0	618	589	G	44	Melittangium	AP-DNA-1
0	128	0	618	589	S	83453	Melittangium boletus	AP-DNA-1
0	128	128	618	589	S1	1294270	Melittangium boletus DSM 14713	AP-DNA-1
0	1189	0	5605	5211	F	1524215	Anaeromyxobacteraceae	AP-DNA-1
0	1189	263	5605	5211	G	161492	Anaeromyxobacter	AP-DNA-1
0	280	1	1409	1304	G1	2620896	unclassified Anaeromyxobacter	AP-DNA-1
0	230	230	1144	1061	S	404589	Anaeromyxobacter sp. Fw109-5	AP-DNA-1
0	49	49	260	238	S	447217	Anaeromyxobacter sp. K	AP-DNA-1
0	261	261	1188	1114	S	2918170	Anaeromyxobacter oryzae	AP-DNA-1
0	215	215	951	891	S	2918171	Anaeromyxobacter paludicola	AP-DNA-1
0	170	14	853	806	S	161493	Anaeromyxobacter dehalogenans	AP-DNA-1
0	112	112	568	528	S1	290397	Anaeromyxobacter dehalogenans 2CP-C	AP-DNA-1
0	44	44	213	209	S1	455488	Anaeromyxobacter dehalogenans 2CP-1	AP-DNA-1
0	83	0	497	465	F	1524213	Vulgatibacteraceae	AP-DNA-1
0	83	0	497	465	G	1524214	Vulgatibacter	AP-DNA-1
0	83	83	497	465	S	1391653	Vulgatibacter incomptus	AP-DNA-1
0.01	3010	64	14739	13695	O1	80812	Sorangiineae	AP-DNA-1
0.01	2161	84	10680	9951	F	49	Polyangiaceae	AP-DNA-1
0.01	1448	0	7355	6875	G	39643	Sorangium	AP-DNA-1
0.01	1448	1052	7355	6875	S	56	Sorangium cellulosum	AP-DNA-1
0	247	247	1191	1105	S1	448385	Sorangium cellulosum So ce56	AP-DNA-1
0	149	149	730	674	S1	1254432	Sorangium cellulosum So0157-2	AP-DNA-1
0	429	0	1900	1767	G	55	Polyangium	AP-DNA-1
0	429	429	1900	1767	S	2567896	Polyangium aurulentum	AP-DNA-1
0	199	0	950	892	G	50	Chondromyces	AP-DNA-1
0	199	199	950	892	S	52	Chondromyces crocatus	AP-DNA-1
0	1	0	18	14	G	1882917	Pajaroellobacter	AP-DNA-1
0	1	1	18	14	S	1882918	Pajaroellobacter abortibovis	AP-DNA-1
0	509	0	2561	2384	F	1055686	Sandaracinaceae	AP-DNA-1
0	509	2	2561	2384	G	1055688	Sandaracinus	AP-DNA-1
0	507	507	2552	2375	S	927083	Sandaracinus amylolyticus	AP-DNA-1
0	276	0	1181	1097	F	1524216	Labilitrichaceae	AP-DNA-1
0	276	0	1181	1097	G	1524217	Labilithrix	AP-DNA-1
0	276	276	1181	1097	S	1391654	Labilithrix luteola	AP-DNA-1
0	248	0	1263	1158	O1	224462	Nannocystineae	AP-DNA-1
0	248	0	1263	1158	F	224464	Kofleriaceae	AP-DNA-1
0	248	0	1263	1158	G	162027	Haliangium	AP-DNA-1
0	248	0	1263	1158	S	80816	Haliangium ochraceum	AP-DNA-1
0	248	248	1263	1158	S1	502025	Haliangium ochraceum DSM 14365	AP-DNA-1
0	933	49	4584	4243	O	69541	Desulfuromonadales	AP-DNA-1
0	654	46	3316	3087	F	213422	Geobacteraceae	AP-DNA-1
0	229	50	1095	1023	G	2651583	Geomonas	AP-DNA-1
0	41	41	181	163	S	2847989	Geomonas subterranea	AP-DNA-1
0	38	38	172	165	S	2740185	Geomonas paludis	AP-DNA-1
0	36	0	204	195	G1	2860296	unclassified Geomonas	AP-DNA-1
0	36	36	204	195	S	2897342	Geomonas sp. RF6	AP-DNA-1
0	33	33	191	180	S	2847991	Geomonas nitrogeniifigens	AP-DNA-1
0	31	31	174	159	S	2847992	Geomonas oryzisoli	AP-DNA-1
0	210	12	1134	1050	G	28231	Geobacter	AP-DNA-1
0	88	3	498	458	G1	2627627	unclassified Geobacter	AP-DNA-1
0	39	39	242	220	S	2597769	Geobacter sp. FeAm09	AP-DNA-1
0	31	31	165	153	S	2495594	Geobacter sp. SVR	AP-DNA-1
0	15	15	84	78	S	1277350	Geobacter sp. DSM 9736	AP-DNA-1
0	37	37	161	152	S	345632	Geobacter pickeringii	AP-DNA-1
0	30	28	200	185	S	35554	Geobacter sulfurreducens	AP-DNA-1
0	2	2	3	3	S1	663917	Geobacter sulfurreducens KN400	AP-DNA-1
0	23	0	133	122	S	28232	Geobacter metallireducens	AP-DNA-1
0	23	23	133	122	S1	269799	Geobacter metallireducens GS-15	AP-DNA-1
0	20	20	85	82	S	2815309	Geobacter benzoatilyticus	AP-DNA-1
0	66	3	298	281	G	2883512	Citrifermentans	AP-DNA-1
0	33	0	143	135	S	225194	Citrifermentans bemidjiense	AP-DNA-1
0	33	33	143	135	S1	404380	Citrifermentans bemidjiense Bem	AP-DNA-1
0	30	30	132	123	S	60035	Citrifermentans bremense	AP-DNA-1
0	46	2	282	258	G	392332	Geoalkalibacter	AP-DNA-1
0	34	34	205	186	S	2847045	Geoalkalibacter halelectricus	AP-DNA-1
0	10	10	74	69	S	483547	Geoalkalibacter subterraneus	AP-DNA-1
0	29	0	129	125	G	115782	Trichlorobacter	AP-DNA-1
0	29	13	129	125	S	313985	Trichlorobacter lovleyi	AP-DNA-1
0	16	16	56	53	S1	398767	Trichlorobacter lovleyi SZ	AP-DNA-1
0	28	3	189	169	G	2910589	Geotalea	AP-DNA-1
0	18	0	123	110	S	351604	Geotalea uraniireducens	AP-DNA-1
0	18	18	123	110	S1	351605	Geotalea uraniireducens Rf4	AP-DNA-1
0	7	0	61	55	S	1203471	Geotalea daltonii	AP-DNA-1
0	7	7	61	55	S1	316067	Geotalea daltonii FRC-32	AP-DNA-1
0	203	1	971	889	F	213421	Desulfuromonadaceae	AP-DNA-1
0	171	4	811	742	G	890	Desulfuromonas	AP-DNA-1
0	67	67	317	285	S	2802975	Desulfuromonas versatilis	AP-DNA-1
0	63	1	309	281	G1	2614637	unclassified Desulfuromonas	AP-DNA-1
0	48	48	223	203	S	1823759	Desulfuromonas sp. DDH964	AP-DNA-1
0	14	14	85	77	S	1566351	Desulfuromonas sp. AOP6	AP-DNA-1
0	37	37	168	161	S	1603606	Desulfuromonas soudanensis	AP-DNA-1
0	31	0	160	147	G	18	Pelobacter	AP-DNA-1
0	31	0	160	147	S	29543	Pelobacter propionicus	AP-DNA-1
0	31	31	160	147	S1	338966	Pelobacter propionicus DSM 2379	AP-DNA-1
0	27	0	166	156	F	2812024	Syntrophotaleaceae	AP-DNA-1
0	27	0	166	156	G	2812025	Syntrophotalea	AP-DNA-1
0	10	10	45	36	S	1842532	Syntrophotalea acetylenivorans	AP-DNA-1
0	9	9	56	55	S	29542	Syntrophotalea acetylenica	AP-DNA-1
0	8	0	63	63	S	19	Syntrophotalea carbinolica	AP-DNA-1
0	8	8	63	63	S1	338963	Syntrophotalea carbinolica DSM 2380	AP-DNA-1
0	786	5	4210	3952	O	213115	Desulfovibrionales	AP-DNA-1
0	690	22	3721	3487	F	194924	Desulfovibrionaceae	AP-DNA-1
0	195	14	1011	939	G	2035811	Pseudodesulfovibrio	AP-DNA-1
0	34	0	136	123	S	182210	Pseudodesulfovibrio aespoeensis	AP-DNA-1
0	34	34	136	123	S1	643562	Pseudodesulfovibrio aespoeensis Aspo-2	AP-DNA-1
0	32	32	169	162	S	1716143	Pseudodesulfovibrio indicus	AP-DNA-1
0	27	27	123	111	S	231439	Pseudodesulfovibrio portus	AP-DNA-1
0	25	25	191	179	S	641491	Pseudodesulfovibrio mercurii	AP-DNA-1
0	13	13	83	78	S	463192	Pseudodesulfovibrio tunisiensis	AP-DNA-1
0	13	13	82	76	S	2678688	Pseudodesulfovibrio cashew	AP-DNA-1
0	12	0	57	52	G1	2661612	unclassified Pseudodesulfovibrio	AP-DNA-1
0	12	12	57	52	S	2725288	Pseudodesulfovibrio sp. zrk46	AP-DNA-1
0	12	12	40	38	S	2810563	Pseudodesulfovibrio sediminis	AP-DNA-1
0	10	10	44	40	S	57320	Pseudodesulfovibrio profundus	AP-DNA-1
0	3	0	15	15	S	879567	Pseudodesulfovibrio piezophilus	AP-DNA-1
0	3	3	15	15	S1	1322246	Pseudodesulfovibrio piezophilus C1TLV30	AP-DNA-1
0	184	10	988	928	G	872	Desulfovibrio	AP-DNA-1
0	35	35	172	157	S	876	Desulfovibrio desulfuricans	AP-DNA-1
0	34	29	134	128	S	881	Desulfovibrio vulgaris	AP-DNA-1
0	5	5	17	17	S1	391774	Desulfovibrio vulgaris DP4	AP-DNA-1
0	27	27	235	228	S	901	Desulfovibrio piger	AP-DNA-1
0	23	0	130	125	S	63561	Desulfovibrio sulfodismutans	AP-DNA-1
0	23	23	130	125	S1	1121464	Desulfovibrio sulfodismutans DSM 3696	AP-DNA-1
0	21	21	114	107	S	44742	Desulfovibrio fairfieldensis	AP-DNA-1
0	17	17	69	64	S	241368	Desulfovibrio ferrophilus	AP-DNA-1
0	17	0	88	80	G1	2593640	unclassified Desulfovibrio	AP-DNA-1
0	11	11	53	48	S	2666132	Desulfovibrio sp. 86	AP-DNA-1
0	6	6	33	30	S	631220	Desulfovibrio sp. G11	AP-DNA-1
0	95	14	618	582	G	2910984	Solidesulfovibrio	AP-DNA-1
0	41	0	229	217	S	345370	Solidesulfovibrio carbinoliphilus	AP-DNA-1
0	41	41	229	217	S1	694327	Desulfovibrio carbinoliphilus subsp. oakridgensis	AP-DNA-1
0	22	22	119	105	S	296842	Solidesulfovibrio carbinolicus	AP-DNA-1
0	18	0	120	117	S	184917	Solidesulfovibrio magneticus	AP-DNA-1
0	18	18	120	117	S1	573370	Solidesulfovibrio magneticus RS-1	AP-DNA-1
0	37	0	132	120	G	2950010	Salidesulfovibrio	AP-DNA-1
0	37	37	132	120	S	2583823	Salidesulfovibrio onnuriiensis	AP-DNA-1
0	35	0	194	188	G	2905722	Oceanidesulfovibrio	AP-DNA-1
0	35	35	194	188	S	370038	Oceanidesulfovibrio marinus	AP-DNA-1
0	27	0	144	140	G	2582840	Desulfocurvibacter	AP-DNA-1
0	27	0	144	140	S	873	Desulfocurvibacter africanus	AP-DNA-1
0	27	0	144	140	S1	1511600	Desulfocurvibacter africanus subsp. africanus	AP-DNA-1
0	27	27	144	140	S2	690850	Desulfocurvibacter africanus subsp. africanus str. Walvis Bay	AP-DNA-1
0	27	0	128	118	G	2910978	Megalodesulfovibrio	AP-DNA-1
0	27	0	128	118	S	879	Megalodesulfovibrio gigas	AP-DNA-1
0	27	27	128	118	S1	1121448	Megalodesulfovibrio gigas DSM 1382 = ATCC 19364	AP-DNA-1
0	19	0	174	162	G	2773294	Desulfolutivibrio	AP-DNA-1
0	19	19	174	162	S	2773299	Desulfolutivibrio sulfoxidireducens	AP-DNA-1
0	17	0	68	61	G	2952263	Psychrodesulfovibrio	AP-DNA-1
0	17	0	68	61	G1	2952264	unclassified Psychrodesulfovibrio	AP-DNA-1
0	17	17	68	61	S	2976983	Psychrodesulfovibrio sp. FT415	AP-DNA-1
0	13	1	46	46	G	2794998	Maridesulfovibrio	AP-DNA-1
0	8	0	25	25	S	880	Maridesulfovibrio salexigens	AP-DNA-1
0	8	8	25	25	S1	526222	Maridesulfovibrio salexigens DSM 2638	AP-DNA-1
0	4	0	20	20	S	191026	Maridesulfovibrio hydrothermalis	AP-DNA-1
0	4	4	20	20	S1	1121451	Maridesulfovibrio hydrothermalis AM13 = DSM 14728	AP-DNA-1
0	7	0	31	30	G	2909705	Oleidesulfovibrio	AP-DNA-1
0	7	0	31	30	S	58180	Oleidesulfovibrio alaskensis	AP-DNA-1
0	7	7	31	30	S1	207559	Oleidesulfovibrio alaskensis G20	AP-DNA-1
0	6	0	26	25	G	41707	Lawsonia	AP-DNA-1
0	6	6	26	25	S	29546	Lawsonia intracellularis	AP-DNA-1
0	6	0	36	33	G	2910986	Paradesulfovibrio (ex Waite et al. 2020)	AP-DNA-1
0	6	6	36	33	S	376490	Paradesulfovibrio bizertensis	AP-DNA-1
0	81	0	408	394	F	213116	Desulfomicrobiaceae	AP-DNA-1
0	81	23	408	394	G	898	Desulfomicrobium	AP-DNA-1
0	45	0	224	221	S	132132	Desulfomicrobium orale	AP-DNA-1
0	45	45	224	221	S1	888061	Desulfomicrobium orale DSM 12838	AP-DNA-1
0	9	0	69	65	S	899	Desulfomicrobium baculatum	AP-DNA-1
0	9	9	69	65	S1	525897	Desulfomicrobium baculatum DSM 4028	AP-DNA-1
0	4	0	58	54	G1	2630422	unclassified Desulfomicrobium	AP-DNA-1
0	4	4	58	54	S	2952228	Desulfomicrobium sp. ZS1	AP-DNA-1
0	10	0	45	41	F	213117	Desulfohalobiaceae	AP-DNA-1
0	10	0	45	41	G	45662	Desulfohalobium	AP-DNA-1
0	10	0	45	41	S	45663	Desulfohalobium retbaense	AP-DNA-1
0	10	10	45	41	S1	485915	Desulfohalobium retbaense DSM 5692	AP-DNA-1
0	232	1	1472	1375	O	213118	Desulfobacterales	AP-DNA-1
0	138	4	908	858	F	213119	Desulfobacteraceae	AP-DNA-1
0	66	2	430	404	G	2299	Desulfosarcina	AP-DNA-1
0	27	27	160	147	S	571177	Desulfosarcina alkanivorans	AP-DNA-1
0	19	19	109	104	S	947919	Desulfosarcina widdelii	AP-DNA-1
0	18	6	155	147	S	83564	Desulfosarcina ovata	AP-DNA-1
0	10	10	53	50	S1	885957	Desulfosarcina ovata subsp. sediminis	AP-DNA-1
0	2	2	23	22	S1	2752305	Desulfosarcina ovata subsp. ovata	AP-DNA-1
0	13	0	87	84	G	896	Desulfococcus	AP-DNA-1
0	13	13	87	84	S	897	Desulfococcus multivorans	AP-DNA-1
0	13	0	86	80	G	218207	Desulfatibacillum	AP-DNA-1
0	13	13	86	80	S	218208	Desulfatibacillum aliphaticivorans	AP-DNA-1
0	13	0	68	68	G	497721	Desulfoluna	AP-DNA-1
0	13	0	68	68	G1	2677172	unclassified Desulfoluna	AP-DNA-1
0	13	13	68	68	S	2810562	Desulfoluna sp. ASN36	AP-DNA-1
0	11	0	103	94	G	45654	Desulfonema	AP-DNA-1
0	7	7	52	46	S	45655	Desulfonema magnum	AP-DNA-1
0	4	4	51	48	S	45656	Desulfonema limicola	AP-DNA-1
0	10	2	58	56	G	2289	Desulfobacter	AP-DNA-1
0	6	0	31	29	S	2293	Desulfobacter postgatei	AP-DNA-1
0	6	6	31	29	S1	879212	Desulfobacter postgatei 2ac9	AP-DNA-1
0	2	2	24	24	S	2291	Desulfobacter hydrogenophilus	AP-DNA-1
0	5	0	41	37	G	2904687	Desulforapulum	AP-DNA-1
0	5	0	41	37	S	2296	Desulforapulum autotrophicum	AP-DNA-1
0	5	5	41	37	S1	177437	Desulforapulum autotrophicum HRM2	AP-DNA-1
0	3	0	26	26	G	28222	Desulfobacula	AP-DNA-1
0	3	0	26	26	S	28223	Desulfobacula toluolica	AP-DNA-1
0	3	3	26	26	S1	651182	Desulfobacula toluolica Tol2	AP-DNA-1
0	65	0	346	317	F	213121	Desulfobulbaceae	AP-DNA-1
0	46	0	223	202	G	893	Desulfobulbus	AP-DNA-1
0	27	0	119	108	S	894	Desulfobulbus propionicus	AP-DNA-1
0	27	27	119	108	S1	577650	Desulfobulbus propionicus DSM 2032	AP-DNA-1
0	13	13	75	70	S	1986146	Desulfobulbus oralis	AP-DNA-1
0	6	6	29	24	S	1909699	Desulfobulbus oligotrophicus	AP-DNA-1
0	19	0	102	95	G	427922	Desulfurivibrio	AP-DNA-1
0	19	0	102	95	S	427923	Desulfurivibrio alkaliphilus	AP-DNA-1
0	19	19	102	95	S1	589865	Desulfurivibrio alkaliphilus AHT 2	AP-DNA-1
0	21	0	88	78	F	2904715	Desulfosudaceae	AP-DNA-1
0	21	0	88	78	G	2904716	Desulfosudis	AP-DNA-1
0	21	0	88	78	S	181663	Desulfosudis oleivorans	AP-DNA-1
0	21	21	88	78	S1	96561	Desulfosudis oleovorans Hxd3	AP-DNA-1
0	7	0	122	115	F	2886822	Desulfocapsaceae	AP-DNA-1
0	3	0	71	67	G	2886823	Desulfosediminicola	AP-DNA-1
0	3	3	40	38	S	2569540	Desulfosediminicola ganghwensis	AP-DNA-1
0	2	0	27	27	G	53318	Desulfocapsa	AP-DNA-1
0	2	0	27	27	S	65555	Desulfocapsa sulfexigens	AP-DNA-1
0	2	2	27	27	S1	1167006	Desulfocapsa sulfexigens DSM 10523	AP-DNA-1
0	2	0	24	21	G	109168	Desulfotalea	AP-DNA-1
0	2	0	24	21	S	84980	Desulfotalea psychrophila	AP-DNA-1
0	2	2	24	21	S1	177439	Desulfotalea psychrophila LSv54	AP-DNA-1
0	139	0	815	738	O	1779134	Bradymonadales	AP-DNA-1
0	132	4	750	676	F	1779135	Bradymonadaceae	AP-DNA-1
0	96	0	545	491	G	2766927	Persicimonas	AP-DNA-1
0	96	96	545	491	S	2292766	Persicimonas caeni	AP-DNA-1
0	32	0	197	179	G	1779136	Bradymonas	AP-DNA-1
0	32	32	197	179	S	1548548	Bradymonas sediminis	AP-DNA-1
0	7	0	64	61	F	2946505	Microvenatoraceae	AP-DNA-1
0	7	0	64	61	G	2946507	Microvenator	AP-DNA-1
0	7	7	64	61	S	2600177	Microvenator marinus	AP-DNA-1
0	50	0	200	191	O	213462	Syntrophobacterales	AP-DNA-1
0	50	0	200	191	F	213465	Syntrophobacteraceae	AP-DNA-1
0	33	0	115	109	G	29526	Syntrophobacter	AP-DNA-1
0	33	0	115	109	S	119484	Syntrophobacter fumaroxidans	AP-DNA-1
0	33	33	115	109	S1	335543	Syntrophobacter fumaroxidans MPOB	AP-DNA-1
0	17	0	85	82	G	361106	Desulfoglaeba	AP-DNA-1
0	17	0	85	82	S	361111	Desulfoglaeba alkanexedens	AP-DNA-1
0	17	17	85	82	S1	980445	Desulfoglaeba alkanexedens ALDC	AP-DNA-1
0	39	0	262	235	O	453227	Desulfarculales	AP-DNA-1
0	39	0	262	235	F	453228	Desulfarculaceae	AP-DNA-1
0	39	0	262	235	G	453229	Desulfarculus	AP-DNA-1
0	39	0	262	235	S	453230	Desulfarculus baarsii	AP-DNA-1
0	39	39	262	235	S1	644282	Desulfarculus baarsii DSM 2075	AP-DNA-1
0	18	0	141	123	O	2914038	Syntrophales	AP-DNA-1
0	18	0	141	123	F	213468	Syntrophaceae	AP-DNA-1
0	7	0	54	48	G	2357	Desulfomonile	AP-DNA-1
0	7	0	54	48	S	2358	Desulfomonile tiedjei	AP-DNA-1
0	7	7	54	48	S1	706587	Desulfomonile tiedjei DSM 6799	AP-DNA-1
0	6	0	49	39	G	60892	Desulfobacca	AP-DNA-1
0	6	0	49	39	S	60893	Desulfobacca acetoxidans	AP-DNA-1
0	6	6	49	39	S1	880072	Desulfobacca acetoxidans DSM 11109	AP-DNA-1
0	5	0	38	36	G	43773	Syntrophus	AP-DNA-1
0	5	0	38	36	S	316277	Syntrophus aciditrophicus	AP-DNA-1
0	5	5	38	36	S1	56780	Syntrophus aciditrophicus SB	AP-DNA-1
0	4	0	40	31	C1	45456	Deltaproteobacteria incertae sedis	AP-DNA-1
0	2	0	18	16	G	1769732	Dissulfurimicrobium	AP-DNA-1
0	2	2	18	16	S	1750598	Dissulfurimicrobium hydrothermale	AP-DNA-1
0	2	0	22	15	F	1902584	Candidatus Desulfofervidaceae	AP-DNA-1
